obstacle_density,radius_setting,test_case_num,source,destination,path_found_yours,path_length_yours,time_yours,nodes_yours,path_found_baseline,path_length_baseline,time_baseline,nodes_baseline,pvi,path_inflation_ratio,ssr
50,standard,94,2115566297,1950493587,True,4253.657531270926,4.033096790313721,3838,True,3939.679454469247,0.015249967575073242,8705,0.0,1.079696351043356,55.91039632395175
50,standard,95,3490877304,11850627647,True,8352.292784670171,6.329945087432861,6153,True,7752.258075303861,0.025636911392211914,14261,3.843260850223932,1.0774012814766607,56.85435803940817
50,standard,96,3318269307,3144158732,True,4104.534268239499,0.9099950790405273,941,True,4104.534268239499,0.003874063491821289,2219,0.0,1.0,57.593510590356026
50,standard,97,1931372210,1832349710,True,6917.771336875828,10.437854051589966,9632,True,6917.771336875828,0.046504974365234375,25413,1.9049132444984895,1.0,62.098138747884946
50,standard,98,6290088001,6072430239,True,11162.64894542082,18.13502788543701,17076,True,11162.64894542082,0.08579182624816895,45631,0.0,1.0,62.57807192478797
50,standard,99,2516868263,10636203372,True,3768.2669295074934,1.796576976776123,1814,True,3768.2669295074934,0.00848698616027832,4720,6.842026430373012,1.0,61.56779661016949
50,standard,100,2303826373,9469153932,True,4249.140824382803,6.0676281452178955,5962,True,4249.140824382803,0.027158021926879883,15193,0.0,1.0,60.75824392812479
50,wide,1,3479168346,1273357595,False,0,29.108569145202637,27496,True,43152.91766419638,0.12800002098083496,71961,-1,-1,61.79041425216436
50,wide,2,2167631058,3481893581,True,23505.16123217569,24.18968677520752,22995,True,22472.053753363212,0.11502909660339355,61773,0.0,1.0459729889466762,62.77499878587732
50,wide,3,1832593795,8514323209,True,3535.912141682475,1.8754260540008545,1922,True,3535.912141682475,0.00851893424987793,4642,0.0,1.0,58.59543300301594
50,wide,4,3491107647,2236941346,True,22863.390664666676,25.795451164245605,24734,True,20391.001670862293,0.12094306945800781,67562,0.5288144264897935,1.1212490211963104,63.39066339066339
50,wide,5,913498558,1835407716,True,11679.02741938227,15.003285884857178,14273,True,11543.425949062115,0.06979680061340332,38864,9.295445800612004,1.0117470732621776,63.274495677233425
50,wide,6,2168022200,1835496063,True,6385.529247118542,13.156795740127563,8975,True,6385.529247118542,0.04369187355041504,24182,0.0,1.0,62.885617401372926
50,wide,7,8514323209,6094752669,True,2824.3834880805307,3.9608590602874756,2661,True,3123.445754203857,0.011259078979492188,6169,0.0,0.9042524539698449,56.86497001134706
50,wide,8,1274031326,3479110325,True,38744.45784613637,47.4568829536438,26309,True,38141.90871180438,0.12547612190246582,70954,4.574911795376321,1.0157975611258676,62.92104743918595
50,wide,9,3517744265,3487889166,True,25435.880851740367,32.143335819244385,23496,True,23559.36594958346,0.10921978950500488,62178,2.508123344374269,1.079650484065344,62.211714754414736
50,wide,10,2185027111,268301695,False,0,0.0011217594146728516,0,True,4619.871596220789,0.03505587577819824,19716,-1,-1,100.0
50,wide,11,10013324803,2169351529,True,10708.930852435846,21.707504749298096,15798,True,10152.10934614784,0.07305765151977539,40850,0.0,1.054847863365389,61.326805385556916
